PURCHASE_ORDER_NUMBER,PO_CREATED_DATE,SUPPLIER_NUMBER,SUPPLIER_NAME,PO_ITEM_COUNT,PO_VALUE_ETB,CONTRACT_AGREEMENT_RECEIVED_FROM_SUPPLIER_DATE,LC_CAD_OPENED_DATE,FIRST_INBOUND_DELIVERY_CREATED_DATE,LATEST_INBOUND_DELIVERY_CREATED_DATE,INBOUND_DELIVERY_COUNT,FIRST_PARTIAL_GRV_DATE,LATEST_GRV_DATE,FULL_DELIVERY_DATE,GRV_ROW_COUNT,DISTINCT_GRV_PO_ITEM_COUNT,SCHEDULE_LINE_COUNT,SCHEDULED_QUANTITY,RECEIVED_QUANTITY,REDUCED_OR_CANCELLED_QUANTITY,OPEN_QUANTITY,CURRENT_MILESTONE_STATUS,CONTRACT_TO_PO_DAYS,PO_TO_LC_CAD_OPEN_DAYS,LC_CAD_OPEN_TO_INBOUND_CREATED_DAYS,INBOUND_CREATED_TO_PARTIAL_GRV_DAYS,PARTIAL_GRV_TO_FULL_DELIVERY_DAYS,LEADTIME_DATA_QUALITY_STATUS,REPORTING_CURRENCY
4500000031,2024-06-06,20000317,Akriti Pharmaceuticals Pvt.Ltd,1,"9,574,118.40",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"840,000",0,0,"840,000",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500008705,2025-12-09,20000416,Neon Laboratory Ltd.,5,"9,560,178.43",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],6,"6,736",0,0,"6,736",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500002570,2024-12-03,20000439,Sakar Healthcare Limited,1,"9,534,253.15",[NULL],2025-01-22,2025-05-15,2025-05-15,1,2025-05-19,2025-05-19,2025-05-19,6,1,1,"119,969","119,969","119,969",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],50,113,4,0,VALID,ETB
4500006585,2025-08-20,20000464,Unique Pharmaceutical Laboratories,1,"9,519,430.40",[NULL],2025-10-09,2025-11-19,2025-11-19,1,2025-11-25,2025-11-25,2025-11-25,6,1,1,"100,000","100,000","100,000",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],50,41,6,0,VALID,ETB
4500001595,2024-09-19,20000534,Citotest Labware Manufacturing Co.L,2,"9,506,071.53",[NULL],2025-07-12,2025-12-09,2025-12-09,1,2025-12-31,2025-12-31,2025-12-31,2,2,2,"80,798","80,698","80,698",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],296,150,22,0,VALID,ETB
4500009422,2026-01-16,20000433,Reyoung Pharmaceutical,2,"9,441,001.33",2026-01-14,2026-03-11,2026-07-16,2026-07-16,1,[NULL],[NULL],[NULL],[NULL],[NULL],2,"11,371",0,"11,371",0,FULLY_DELIVERED_OR_REDUCED_BUT_GRV_DATE_MISSING,2,54,127,[NULL],[NULL],VALID,ETB
4500001031,2024-07-17,20000464,Unique Pharmaceutical Laboratories,1,"9,413,786.47",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"264,977",0,0,"264,977",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001627,2024-09-21,20000358,Gst Corporation Ltd,5,"9,383,004.96",[NULL],2025-05-27,2025-06-23,2025-06-24,3,2025-06-28,2025-06-28,2025-06-28,6,5,5,"67,051","67,051","134,102",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],248,27,5,0,VALID,ETB
4500000863,2024-07-03,10000744,Ethiopian Pharmaceuticals Manufactu,1,"9,364,535",[NULL],[NULL],2025-06-25,2025-06-25,1,[NULL],[NULL],[NULL],[NULL],[NULL],1,"110,171",0,1,"110,170",AWAITING_RECEIPT,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500008988,2025-12-25,10000740,Follium Pharmaceuticals,3,"9,363,574",2025-12-09,[NULL],2026-02-12,2026-06-25,6,2026-02-12,2026-06-25,2026-06-25,45,3,3,"89,518","59,689","59,689",0,FULLY_DELIVERED_WITH_GRV_DATE,16,[NULL],[NULL],0,133,VALID,ETB
4500012739,2026-07-06,20000932,Fukuda Co. Ltd,1,"9,356,444.57",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,11,0,0,11,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010452,2026-03-13,20000351,F. Hoffmann-La Roche Ltd.,1,"9,345,546",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,"5,000",0,0,"5,000",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001682,2024-09-25,20000673,Nanjing Mindray Biomedical Electron,2,"9,323,451.44",[NULL],2025-01-24,2025-06-20,2025-06-20,1,2025-06-26,2025-06-26,2025-06-26,2,2,2,18,18,18,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],121,147,6,0,VALID,ETB
4500001541,2024-09-14,20000249,RISE GLOBAL GMBH,1,"9,318,894.88",[NULL],2024-12-26,2025-08-15,2025-08-15,1,2025-08-22,2025-08-22,2025-08-22,4,1,1,"566,274","566,274","566,274",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],103,232,7,0,VALID,ETB
4500008819,2025-12-18,20000400,Medicamen Biotech Limited,1,"9,282,265.78",[NULL],2026-01-06,2026-06-04,2026-06-04,1,2026-06-18,2026-06-18,2026-06-18,3,1,1,"281,065","280,885","280,885",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],19,149,14,0,VALID,ETB
4500001597,2024-09-19,20000335,Brawn Laboratories Ltd.,1,"9,265,621.26",[NULL],[NULL],2024-09-26,2024-09-26,1,2024-10-09,2024-10-09,2024-10-09,7,1,1,"96,452","96,452","96,452",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],13,0,VALID,ETB
4500001111,2024-07-22,20000430,Relier Pharma Fze,1,"9,254,632.74",[NULL],2024-11-21,2025-03-18,2025-03-18,1,2025-03-28,2025-03-28,2025-03-28,4,1,1,"225,125","223,450","223,450",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],122,117,10,0,VALID,ETB
4500000806,2024-06-29,20000391,Lars Medicare Pvt Ltd.,1,"9,252,715.25",[NULL],[NULL],2024-07-03,2024-07-03,1,2024-08-27,2024-08-27,2024-08-27,16,1,1,"23,350","23,350","23,350",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],55,0,VALID,ETB
4500004306,2025-04-23,10002422,Medisafe Manufacturing PLC,4,"9,249,609.60",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],4,"83,790",0,0,"83,790",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000092,2024-06-20,20000319,Apothecaries Sundries Manufacturing,1,"9,235,924.64",[NULL],[NULL],2024-07-01,2024-10-10,3,2024-10-15,2024-10-15,2024-10-15,1,1,1,"154,029","154,029","154,029",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],106,0,VALID,ETB
4500000793,2024-06-29,20000319,Apothecaries Sundries Manufacturing,1,"9,221,239.51",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"154,029",0,0,"154,029",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500004173,2025-04-10,20000400,Medicamen Biotech Limited,2,"9,210,410.97",[NULL],2025-06-10,2025-09-16,2025-09-16,1,2025-09-19,2025-09-19,2025-09-19,5,2,2,"31,859","31,859","31,859",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],61,98,3,0,VALID,ETB
4500004674,2025-05-15,20000442,Scott Edil Pharmacia Ltd,1,"9,154,959.69",[NULL],2025-07-11,2025-10-28,2025-10-28,1,2025-10-29,2025-10-29,2025-10-29,3,1,1,"21,130","21,130","21,130",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],57,109,1,0,VALID,ETB
4500001101,2024-07-19,20000394,Leben Laboratories Private Limited,1,"9,154,095.65",[NULL],2024-10-15,2025-01-23,2025-01-23,1,2025-01-28,2025-01-28,2025-01-28,3,1,1,"241,236","241,236","241,236",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],88,100,5,0,VALID,ETB
4500008810,2025-12-17,20000442,Scott Edil Pharmacia Ltd,3,"9,130,511.45",2025-12-05,2026-01-26,2026-06-22,2026-06-22,1,2026-07-07,2026-07-07,2026-07-07,10,3,3,"446,343","446,343","446,343",0,FULLY_DELIVERED_WITH_GRV_DATE,12,40,147,15,0,VALID,ETB
4500004120,2025-04-08,20000400,Medicamen Biotech Limited,1,"9,127,464.45",[NULL],2025-07-30,2026-01-06,2026-01-06,1,2026-01-13,2026-01-13,2026-01-13,3,1,1,"281,065","280,885","280,885",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],113,160,7,0,VALID,ETB
4500001032,2024-07-17,20000321,Astra Zeneca,1,"9,118,504.85",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"1,269",0,0,"1,269",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500005790,2025-07-05,20000416,Neon Laboratory Ltd.,1,"9,100,887.82",[NULL],2025-10-14,2026-01-12,2026-01-12,1,2026-01-17,2026-01-17,2026-01-17,2,1,2,"140,408","70,204","70,204",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],101,90,5,0,VALID,ETB
4500010898,2026-04-06,20000683,Samed FZE,1,"9,100,656.57",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,101,0,0,101,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000719,2024-06-26,20000322,Astrrazeneca Pharmaceuticals,1,"9,087,569.47",[NULL],[NULL],2024-07-03,2024-07-03,1,2024-07-04,2024-07-04,2024-07-04,1,1,1,"1,269","1,269","1,269",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],1,0,VALID,ETB
4500011748,2026-05-26,20000252,Shanghai Desano Bio-Pharmaceutical,1,"9,087,205.60",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"44,989",0,0,"44,989",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500010496,2026-03-16,20000360,Guilin HBM health protection Inc,1,"9,082,482.90",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"10,071",0,0,"10,071",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000110,2024-06-13,20000322,Astrrazeneca Pharmaceuticals,1,"9,068,775.91",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"1,269",0,0,"1,269",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001072,2024-07-17,20000335,Brawn Laboratories Ltd.,1,"9,058,985.42",[NULL],[NULL],2024-08-26,2024-08-26,1,2024-09-12,2024-09-12,2024-09-12,6,1,1,"94,667","94,667","94,667",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],17,0,VALID,ETB
4500004836,2025-05-24,10000747,Cadila Pharmaceuticals -Ethiopia,1,"9,035,486",[NULL],[NULL],2025-11-06,2025-12-16,3,2025-11-09,2025-12-18,2025-12-18,8,1,1,"134,858","134,858","134,858",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],3,39,VALID,ETB
4500000728,2024-06-26,20000407,Mission Pharma,2,"9,022,890.20",[NULL],2024-11-08,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,"13,000",0,0,"13,000",AWAITING_SHIPMENT,[NULL],135,[NULL],[NULL],[NULL],VALID,ETB
4500001188,2024-07-25,20000442,Scott Edil Pharmacia Ltd,4,"8,973,405.51",[NULL],2025-04-01,2025-07-02,2026-01-13,3,2025-07-04,2026-01-13,2026-01-13,4,4,4,"78,612","78,612","78,612",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],250,92,2,193,VALID,ETB
4500001769,2024-10-07,20000249,RISE GLOBAL GMBH,1,"8,961,700.80",[NULL],2025-04-04,2025-09-16,2025-09-16,1,2025-09-18,2025-09-18,2025-09-18,1,1,1,200,200,200,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],179,165,2,0,VALID,ETB
4500004683,2025-05-16,20000400,Medicamen Biotech Limited,1,"8,931,894.53",[NULL],2025-06-16,2025-09-16,2025-09-16,1,2025-09-18,2025-09-18,2025-09-18,14,1,1,"270,402","270,402","270,402",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],31,92,2,0,VALID,ETB
4500007106,2025-09-22,20000416,Neon Laboratory Ltd.,1,"8,904,656.33",2025-04-25,2025-10-21,2026-01-21,2026-01-21,1,2026-01-26,2026-01-26,2026-01-26,5,1,1,"36,638","36,638","36,638",0,FULLY_DELIVERED_WITH_GRV_DATE,150,29,92,5,0,VALID,ETB
4500004275,2025-04-16,20000218,BOSTON MEDICAL FZE.,15,"8,889,145.94",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],15,107,0,0,107,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500007825,2025-10-27,20000249,RISE GLOBAL GMBH,1,"8,868,278.60",[NULL],2025-12-03,2026-03-11,2026-03-11,1,2026-03-13,2026-03-13,2026-03-13,3,1,1,"5,988","5,988","5,988",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],37,98,2,0,VALID,ETB
4500000684,2024-06-20,20000417,Ningbo Inopha Biotec Ltd.,1,"8,844,670.99",[NULL],[NULL],2024-11-14,2024-11-14,1,2024-11-18,2024-11-18,2024-11-18,2,1,1,"516,264","516,264","516,264",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],4,0,VALID,ETB
4500000581,2024-06-08,10000742,Quality Medical FZC,11,"8,830,875.60",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],11,60,0,0,60,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500003177,2025-01-29,20000402,Medochemie Ltd.,1,"8,799,790.33",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"9,360",0,0,"9,360",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500011901,2026-06-04,20000385,Kilitch Drugs,1,"8,793,244.51",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"29,136",0,0,"29,136",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500008960,2025-12-24,20000673,Nanjing Mindray Biomedical Electron,1,"8,763,503.04",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,69,0,0,69,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500011620,2026-05-20,20000400,Medicamen Biotech Limited,1,"8,761,730.94",2025-04-16,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"91,816",0,0,"91,816",PO_CREATED,399,[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001043,2024-07-17,20000249,RISE GLOBAL GMBH,1,"8,760,621.56",[NULL],[NULL],2024-12-09,2024-12-09,1,2024-12-14,2024-12-14,2024-12-14,35,1,1,"7,652","7,652","7,652",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],5,0,VALID,ETB
4500001075,2024-07-17,20000249,RISE GLOBAL GMBH,1,"8,760,621.56",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"7,652",0,0,"7,652",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500006434,2025-08-13,20000363,"Hangzhou Alltest Biotech Co., Ltd",1,"8,745,976.43",2025-04-14,2025-10-22,2026-02-04,2026-02-04,1,2026-02-26,2026-02-26,[NULL],1,1,2,"39,092","14,282","14,282","10,528",PARTIALLY_RECEIVED_WITH_GRV_DATE,121,70,105,22,[NULL],VALID,ETB
4500001066,2024-07-17,20000548,Beckman coulter,5,"8,727,029.25",[NULL],[NULL],2024-10-22,2024-10-22,1,2024-10-25,2024-10-25,2024-10-25,6,5,5,"2,925","2,925","2,925",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],3,0,VALID,ETB
4500002370,2024-11-14,20000464,Unique Pharmaceutical Laboratories,1,"8,696,174.26",[NULL],2025-01-03,2025-04-11,2025-04-11,1,2025-05-09,2025-05-09,2025-05-09,13,1,1,"443,520","443,499","443,499",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],50,98,28,0,VALID,ETB
4500002778,2024-12-30,20000250,RISE IMPORT AND EXPORT GMBH,4,"8,683,146.22",[NULL],2025-03-04,2025-05-12,2025-05-12,1,2025-05-23,2025-05-23,2025-05-23,4,4,4,"52,553","52,553","52,553",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],64,69,11,0,VALID,ETB
4500003216,2025-01-30,20000402,Medochemie Ltd.,1,"8,677,310.80",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"9,360",0,0,"9,360",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500006557,2025-08-19,20000467,Venus Remedius Ltd.,1,"8,655,640.52",[NULL],2025-10-02,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"2,478",0,0,"2,478",AWAITING_SHIPMENT,[NULL],44,[NULL],[NULL],[NULL],VALID,ETB
4500004132,2025-04-09,20000655,Lincoln Pharmaceuticals Limited,1,"8,643,417.94",2025-03-07,2025-08-18,2025-10-15,2025-10-15,1,2025-10-26,2025-10-26,2025-10-26,11,1,1,"401,660","401,660","401,660",0,FULLY_DELIVERED_WITH_GRV_DATE,33,131,58,11,0,VALID,ETB
4500003957,2025-03-26,20000012,Fenway Trading Co.Ltd,2,"8,638,306.11",[NULL],2025-08-15,2025-10-23,2025-10-30,2,2025-10-30,2025-10-30,2025-10-30,2,2,4,"21,899","21,449","21,449",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],142,69,7,0,VALID,ETB
4500004104,2025-04-08,20000442,Scott Edil Pharmacia Ltd,1,"8,635,834.65",[NULL],[NULL],2025-08-13,2025-08-13,1,2025-09-15,2025-09-15,2025-09-15,4,1,1,"366,875","366,874","366,874",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],33,0,VALID,ETB
4500000894,2024-07-05,20000247,REMEDICA LTD,1,"8,591,756.92",[NULL],2024-07-15,2024-09-25,2024-09-25,1,2024-10-01,2024-10-01,2024-10-01,4,1,1,"63,000","63,000","63,000",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],10,72,6,0,VALID,ETB
4500002344,2024-11-14,10000748,Addis Pharmaceutical Factory Sc.,1,"8,570,486.97",[NULL],[NULL],2025-03-26,2025-04-01,2,2025-03-28,2025-04-03,2025-04-03,16,1,1,"88,605","88,605","88,605",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],2,6,VALID,ETB
4500000747,2024-06-27,20000213,Adonai Trading FZE,1,"8,552,415",[NULL],2024-07-17,2024-11-15,2024-11-15,2,2024-11-21,2024-11-21,2024-11-21,1,1,1,300,300,300,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],20,121,6,0,VALID,ETB
4500000992,2024-07-13,20000590,SEVATTO PHARMA,1,"8,537,893.70",[NULL],2024-10-11,2025-02-03,2025-02-03,1,2025-02-07,2025-02-07,2025-02-07,1,1,1,"20,000","20,000","20,000",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],90,115,4,0,VALID,ETB
4500000828,2024-06-29,20000249,RISE GLOBAL GMBH,9,"8,521,683.33",[NULL],2024-07-18,2025-01-03,2025-01-03,1,2025-01-06,2025-01-06,2025-01-06,9,9,9,450,450,450,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],19,169,3,0,VALID,ETB
4500001922,2024-10-17,20000250,RISE IMPORT AND EXPORT GMBH,2,"8,505,344.57",[NULL],[NULL],2024-10-18,2024-10-18,1,2024-12-24,2024-12-24,2024-12-24,2,2,2,"51,816","51,816","51,816",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],67,0,VALID,ETB
4500004195,2025-04-11,1002552,Elsmed Healthcare Solution Ltd Ethi,1,"8,493,763.80",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,4,0,0,4,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001523,2024-09-14,20000398,Macleods Pharmaceuticals Ltd.,1,"8,474,498.47",[NULL],2025-01-14,2025-03-21,2025-03-21,1,2025-03-26,2025-03-26,2025-03-26,2,1,1,"33,999","33,960","33,960",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],122,66,5,0,VALID,ETB
4500001012,2024-07-15,20000475,Zaman Project Management,1,"8,465,189.24",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,17,0,0,17,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500006047,2025-07-19,20000481,Khandelwal Laboratories Pvt. Ltd.,1,"8,446,635.14",[NULL],2025-10-16,2026-01-05,2026-01-05,1,2026-01-12,2026-01-12,2026-01-12,2,1,1,"12,138","12,138","12,138",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],89,81,7,0,VALID,ETB
4500000652,2024-06-19,20000475,Zaman Project Management,1,"8,436,470.29",[NULL],[NULL],2024-10-10,2024-10-10,1,2024-10-11,2024-10-11,2024-10-11,1,1,1,17,17,17,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],1,0,VALID,ETB
4500003146,2025-01-28,20000058,"Jiangsu Saikang Medical Co.,Ltd",3,"8,423,265.68",[NULL],2025-03-11,2025-09-02,2025-09-16,2,2025-09-17,2025-09-17,2025-09-17,3,3,5,972,970,970,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],42,175,15,0,VALID,ETB
4500004141,2025-04-09,20000385,Kilitch Drugs,2,"8,409,010.21",2025-03-11,2025-06-13,2025-08-29,2025-08-29,1,2025-09-01,2025-09-01,2025-09-01,3,2,2,"89,217","89,217","89,217",0,FULLY_DELIVERED_WITH_GRV_DATE,29,65,77,3,0,VALID,ETB
4500006345,2025-08-11,20000398,Macleods Pharmaceuticals Ltd.,1,"8,388,949.99",2025-03-18,2025-10-09,2026-02-24,2026-02-24,1,2026-03-18,2026-03-18,2026-03-18,3,1,1,"45,172","45,172","45,172",0,FULLY_DELIVERED_WITH_GRV_DATE,146,59,138,22,0,VALID,ETB
4500003104,2025-01-25,20000729,Leunet ICT Sol. JV  Viable General,1,"8,384,606.76",[NULL],2025-03-13,2025-06-27,2025-06-27,1,2025-07-02,2025-07-02,2025-07-02,1,1,1,5,5,5,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],47,106,5,0,VALID,ETB
4500001262,2024-07-31,20000398,Macleods Pharmaceuticals Ltd.,2,"8,358,426.04",[NULL],2024-11-15,2025-01-13,2025-01-13,1,2025-01-22,2025-01-22,2025-01-22,3,2,2,"28,293","28,126","28,126",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],107,59,9,0,VALID,ETB
4500011728,2026-05-26,20000233,Jiangxi Hongda Medical Equipment Gr,3,"8,352,571.52",2026-03-25,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],3,"15,555",0,0,"15,555",PO_CREATED,62,[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001618,2024-09-20,20000464,Unique Pharmaceutical Laboratories,1,"8,299,980.06",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,"443,520",0,0,"443,520",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500005892,2025-07-06,20000249,RISE GLOBAL GMBH,1,"8,249,598.40",2025-05-14,2025-09-03,2025-11-05,2025-11-05,1,2025-11-10,2025-11-10,2025-11-10,3,1,1,"78,976","78,976","78,976",0,FULLY_DELIVERED_WITH_GRV_DATE,53,59,63,5,0,VALID,ETB
4500012846,2026-07-13,20000249,RISE GLOBAL GMBH,2,"8,239,503.35",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,"19,789",0,0,"19,789",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500007429,2025-10-07,20000673,Nanjing Mindray Biomedical Electron,1,"8,234,897.08",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,69,0,0,69,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500001140,2024-07-23,20000249,RISE GLOBAL GMBH,1,"8,223,953.93",[NULL],2024-12-03,2025-03-13,2025-03-13,1,2025-03-18,2025-03-18,2025-03-18,4,1,1,"46,775","46,775","46,775",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],133,100,5,0,VALID,ETB
4500002905,2025-01-10,20000475,Zaman Project Management,1,"8,216,001.50",[NULL],2025-01-20,2025-06-16,2025-06-16,1,2025-07-01,2025-07-01,2025-07-01,1,1,1,250,250,250,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],10,147,15,0,VALID,ETB
4500009894,2026-02-16,20000228,Hawam International Trading,1,"8,210,826.75",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],1,200,0,0,200,PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500002496,2024-11-27,20000012,Fenway Trading Co.Ltd,2,"8,207,685.36",[NULL],2025-07-09,2025-10-21,2026-04-08,3,2025-10-22,2026-04-08,2026-04-08,3,2,4,"22,001","21,500","21,500",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],224,104,1,168,VALID,ETB
4500002829,2025-01-02,10000745,Humanwell Pharmaceutical Ethiopia P,1,"8,186,457.61",[NULL],[NULL],2025-05-23,2025-05-23,1,2025-05-24,2025-05-24,2025-05-24,3,1,1,"30,320","30,320","30,320",0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],1,0,VALID,ETB
4500010370,2026-03-11,20000249,RISE GLOBAL GMBH,2,"8,180,892.37",[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2,"8,247",0,0,"8,247",PO_CREATED,[NULL],[NULL],[NULL],[NULL],[NULL],VALID,ETB
4500000892,2024-07-04,20000384,"Keewell Medical Technology Co., Ltd",1,"8,178,328.04",[NULL],[NULL],2024-08-28,2024-08-28,1,2024-09-30,2024-09-30,2024-09-30,1,1,1,165,165,165,0,FULLY_DELIVERED_WITH_GRV_DATE,[NULL],[NULL],[NULL],33,0,VALID,ETB
