MANDT,EBELN,EBELP,ETENR,PO_DOCUMENT_DATE,PO_TYPE,SUPPLIER_NUMBER,SUPPLIER_NAME,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_TYPE_DESCRIPTION,PLANT,ORDER_UNIT,ITEM_NET_VALUE_ETB,HEADER_DELETION_INDICATOR,ITEM_DELETION_INDICATOR,RETURN_ITEM_INDICATOR,DELIVERY_COMPLETED_INDICATOR,FINAL_INVOICE_INDICATOR,SCHEDULED_DELIVERY_DATE,SCHEDULED_QUANTITY,RECEIVED_QUANTITY,REDUCED_QUANTITY,OPEN_SCHEDULE_QUANTITY,OPEN_OVERDUE_STATUS,OPEN_SCHEDULE_VALUE_ETB
100,4500006841,320,1,2025-09-05,ZRDI,20000346,Elsmed Healthcare Solutions Ltd.,202-DEVR-0801,D EXL 200 - Enzyme Verifier of 6*2ml,ZLC,Laboratory commodity,HO01,PAK,"492,263.56",[NULL],[NULL],[NULL],X,[NULL],2025-11-24,53,53,53,0,DELIVERY_COMPLETED,0
100,4500006841,340,1,2025-09-05,ZRDI,20000346,Elsmed Healthcare Solutions Ltd.,202-DLDL-0711,D EXL 200 - LDL Cholestrol Cal of 6*2ml,ZLC,Laboratory commodity,HO01,PAK,"462,039.34",[NULL],[NULL],[NULL],X,[NULL],2025-11-24,44,44,44,0,DELIVERY_COMPLETED,0
100,4500006841,360,1,2025-09-05,ZRDI,20000346,Elsmed Healthcare Solutions Ltd.,202-DPUC-0711,D EXL 200 - T Prot CSF/Ur Cal of 10*4ml,ZLC,Laboratory commodity,HO01,PAK,"241,737.54",[NULL],[NULL],[NULL],X,[NULL],2025-11-24,29,29,29,0,DELIVERY_COMPLETED,0
100,4500006841,380,1,2025-09-05,ZRDI,20000346,Elsmed Healthcare Solutions Ltd.,202-DCH1-0711,D EXL 200 - Cholestrol Cal of 6*1ml,ZLC,Laboratory commodity,HO01,PAK,"396,995.30",[NULL],[NULL],[NULL],X,[NULL],2025-11-24,44,44,44,0,DELIVERY_COMPLETED,0
100,4500006841,400,1,2025-09-05,ZRDI,20000346,Elsmed Healthcare Solutions Ltd.,202-DPAC-0711,D EXL 200 - Total Pro/Albu Cal of 6*2ml,ZLC,Laboratory commodity,HO01,PAK,"388,128.78",[NULL],[NULL],[NULL],X,[NULL],2025-11-24,42,42,42,0,DELIVERY_COMPLETED,0
100,4500006841,420,1,2025-09-05,ZRDI,20000346,Elsmed Healthcare Solutions Ltd.,202-DCUV-0801,D EXL 200 - Cuvette Cartridge,ZLC,Laboratory commodity,HO01,PAK,"7,883,085.35",[NULL],[NULL],[NULL],X,[NULL],2025-04-16,500,500,500,0,DELIVERY_COMPLETED,0
100,4500006841,440,1,2025-09-05,ZRDI,20000346,Elsmed Healthcare Solutions Ltd.,202-DFLS-0801,D EXL 200 - Flush Solution of 3*1000ml,ZLC,Laboratory commodity,HO01,PAK,"995,048.30",[NULL],[NULL],[NULL],X,[NULL],2025-11-24,96,96,96,0,DELIVERY_COMPLETED,0
100,4500006841,460,1,2025-09-05,ZRDI,20000346,Elsmed Healthcare Solutions Ltd.,202-DSTA-0801,D EXL 200 - Standard A IND of 3*1000ml,ZLC,Laboratory commodity,HO01,PAK,"1,524,822.86",[NULL],[NULL],[NULL],X,[NULL],2025-11-24,169,169,169,0,DELIVERY_COMPLETED,0
100,4500007048,10,1,2025-09-17,ZHP1,20000397,Lupin Limited,104-RHZE-0101,RHZE+RH-(150+75+400+275)mg+(150+75)mgTab,ZME,Medicine,HO01,KIT,"290,749,311.10",[NULL],[NULL],[NULL],[NULL],[NULL],2025-12-17,"54,367",0,"54,367",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500007374,20,1,2025-10-03,ZRDL,10000821,Julphar Ethiopia,104-ALBE-0602,Albendazole-100mg/5ml-Oral Susp of 20ml,ZME,Medicine,HO01,BOT,"8,089,655",[NULL],[NULL],[NULL],[NULL],[NULL],2026-02-20,"231,133",0,0,"231,133",OPEN_OVERDUE,"8,089,655"
100,4500007374,40,1,2025-10-03,ZRDL,10000821,Julphar Ethiopia,105-PARA-0701,Paracetamol - 120mg/5ml ΓÇô Syrup of 60ml,ZME,Medicine,HO01,BOT,"18,448,825",[NULL],[NULL],[NULL],[NULL],[NULL],2026-02-20,"434,090",0,0,"434,090",OPEN_OVERDUE,"18,448,825"
100,4500007473,10,1,2025-10-08,ZRDI,20000249,RISE GLOBAL GMBH,402-INSM-0101,"Set - Instrument,  surgery, Major",ZMD,Medical Device,HO01,SET,"13,453,659",[NULL],[NULL],[NULL],[NULL],[NULL],2026-02-25,116,0,0,116,OPEN_OVERDUE,"13,453,659"
100,4500007764,20,1,2025-10-22,ZRDI,20000222,Care Pharma FZ LLC,208-VSST-1601,Vacutainer SS tube yellow top 5ml of 100,ZLC,Laboratory commodity,HO01,PAK,"10,374,130.42",[NULL],[NULL],[NULL],[NULL],[NULL],2026-03-11,"19,068","19,066","19,066",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500007809,10,1,2025-10-26,ZRDI,20000265,Wise team FZC,206-UPAP-2001,Ultrasound Paper of 1 roll,ZLC,Laboratory commodity,HO01,ROL,"6,906,440.15",[NULL],[NULL],[NULL],X,[NULL],2026-03-15,"12,571","12,571","12,571",0,DELIVERY_COMPLETED,0
100,4500007852,10,1,2025-10-28,ZRDI,20000335,Brawn Laboratories Ltd.,104-MERO-0302-04,Meropenem-1g Pwd for IV Inj w.10ml dilut,ZME,Medicine,HO01,VI,"17,220,521.61",[NULL],[NULL],[NULL],X,[NULL],2026-01-27,"75,730","75,730","75,730",0,DELIVERY_COMPLETED,0
100,4500007863,20,1,2025-10-28,ZRDI,20000407,Mission Pharma,114-TACR-0201-01,Tacrolimus-0.5mg-Capsule of 60,ZME,Medicine,HO01,PAK,"2,996,350.08",[NULL],[NULL],[NULL],X,[NULL],2026-03-17,"1,920","1,920","1,920",0,DELIVERY_COMPLETED,0
100,4500007880,10,1,2025-10-28,ZRDI,20000341,"Cspc Ouyi Pharmaceutical Co.,Ltd",104-MERO-0302-03,Meropenem - 1gm  - Injection of Each,ZME,Medicine,HO01,EA,"7,099,724.59",[NULL],[NULL],[NULL],X,[NULL],2026-01-27,"31,554","31,554","31,554",0,DELIVERY_COMPLETED,0
100,4500008379,10,1,2025-11-20,ZRDI,20000400,Medicamen Biotech Limited,105-LORA-0102,Lorazepam - 1mg ΓÇô Tablet of 10x10,ZME,Medicine,HO01,PAK,"1,014,768.56",[NULL],[NULL],[NULL],[NULL],[NULL],2026-02-20,"5,250",0,0,"5,250",OPEN_OVERDUE,"1,014,768.56"
100,4500008484,10,1,2025-11-27,ZHP1,20000249,RISE GLOBAL GMBH,104-GENT-0301-01,Gentamicin-10mg/ml 2ml - Inj of 50,ZME,Medicine,HO01,PAK,"4,027,761.39",[NULL],[NULL],[NULL],[NULL],[NULL],2026-04-16,"10,419",0,0,"10,419",OPEN_OVERDUE,"4,027,761.39"
100,4500008810,10,1,2025-12-17,ZRDI,20000442,Scott Edil Pharmacia Ltd,119-BETV-1601,Betamethasone Valerat-0.1%-Cream of 20gm,ZME,Medicine,HO01,TU,"4,311,545.97",[NULL],[NULL],[NULL],X,[NULL],2026-05-06,"248,206","248,206","248,206",0,DELIVERY_COMPLETED,0
100,4500008810,30,1,2025-12-17,ZRDI,20000442,Scott Edil Pharmacia Ltd,104-MICO-0101,Miconazole 200mg-Vaginal Tablet of 6,ZME,Medicine,HO01,PAK,"905,026.92",[NULL],[NULL],[NULL],X,[NULL],2026-05-06,"20,468","20,468","20,468",0,DELIVERY_COMPLETED,0
100,4500008811,30,1,2025-12-17,ZRDI,20000442,Scott Edil Pharmacia Ltd,119-HYDR-0302-04,"Hydroco.SS-100mg in vi-IV,IM-Inj.w.Dilu.",ZME,Medicine,HO01,EA,"24,704,515.53",[NULL],[NULL],[NULL],[NULL],[NULL],2026-05-06,"1,101,820",0,0,"1,101,820",OPEN_OVERDUE,"24,704,515.53"
100,4500009140,30,1,2026-01-01,ZRDL,10000751,Adama Development P.L.C. Nazmed Med,301-GABA-0102-02,Gauze Bandage - 7.5cm x 5m of 12 Pieces,ZMS,Medical Supply,HO01,DZ,"7,240,905",[NULL],[NULL],[NULL],X,[NULL],2026-05-29,"40,005","40,005","40,005",0,DELIVERY_COMPLETED,0
100,4500009142,20,1,2026-01-01,ZRDL,10000751,Adama Development P.L.C. Nazmed Med,301-GASW-0101,Gauze Swab - 10cm x 10cm of 10pcs,ZMS,Medical Supply,HO01,PAK,"353,058",[NULL],[NULL],[NULL],X,[NULL],2026-05-21,"12,388","12,388","12,388",0,DELIVERY_COMPLETED,0
100,4500009373,10,1,2026-01-14,ZRDL,10000746,Sansheng Pharmaceutical Plc,102-ATOR-0103,Atorvastatin - 40mg ΓÇô Tablet of 10x10,ZME,Medicine,HO01,PAK,"52,838,415",[NULL],[NULL],[NULL],[NULL],[NULL],2026-04-14,"167,741",0,0,"167,741",OPEN_OVERDUE,"52,838,415"
100,4500009422,10,1,2026-01-16,ZRDI,20000433,Reyoung Pharmaceutical,104-CLOX-0302-01,Cloxacillin-500mg-Pdr for inj vial of 50,ZME,Medicine,HO01,PAK,"6,741,422.69",[NULL],[NULL],[NULL],[NULL],[NULL],2026-04-13,"8,680",0,"8,680",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500000043,20,1,2024-06-09,ZRDI,20000325,Bafna Pharmaceuticals Ltd.,105-CLON-0101,Clonazepam - 0.5mg-Tablet of 3x10,ZME,Medicine,HO01,PAK,"1,376,182.64",[NULL],[NULL],[NULL],[NULL],[NULL],2024-10-27,"21,953","21,318","21,318",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500000075,10,1,2024-06-13,ZRDI,20000357,Galentic Pharma,119-BETA-1502,Betamethasone Dipro 0.05%-Oint of 20gm,ZME,Medicine,HO01,TU,"983,894.54",[NULL],[NULL],[NULL],X,[NULL],2024-07-28,"38,366","38,366","38,366",0,DELIVERY_COMPLETED,0
100,4500000075,30,1,2024-06-13,ZRDI,20000357,Galentic Pharma,119-HYEC-1101,Hydroxy Ethyl Cellulose-Gel of 82gm,ZME,Medicine,HO01,TU,"1,157,433.98",[NULL],[NULL],[NULL],[NULL],[NULL],2024-07-28,"20,515","20,352","20,352",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500000088,10,1,2024-06-13,ZRDI,20000400,Medicamen Biotech Limited,101-OMEP-0202,Omeprazole-20mg-Ent.coated Caps of 10x10,ZME,Medicine,HO01,PAK,"16,875,067.55",[NULL],[NULL],[NULL],[NULL],[NULL],2024-08-30,"462,675",0,0,"462,675",OPEN_OVERDUE,"16,875,067.55"
100,4500000090,20,1,2024-06-13,ZRDI,20000442,Scott Edil Pharmacia Ltd,102-FRUS-0102-01,Frusemide - 40mg ΓÇô Tablet of 10x10,ZME,Medicine,HO01,PAK,"4,033,165.76",[NULL],[NULL],[NULL],[NULL],[NULL],2024-10-06,"88,464","88,463","88,463",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500000090,40,1,2024-06-13,ZRDI,20000442,Scott Edil Pharmacia Ltd,110-METH-0302,Methyl Prednisolone-40mg/ml in 1ml-Inj,ZME,Medicine,HO01,AM,"115,361.86",[NULL],[NULL],[NULL],[NULL],[NULL],2024-10-06,"3,431","3,430","3,430",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500000648,10,1,2024-06-19,ZHP1,20000398,Macleods Pharmaceuticals Ltd.,104-ARLU-0102-02,Artemether+Lumefan-140mg (6x2)-DT of 30,ZME,Medicine,HO01,PAK,"2,339,675.40",[NULL],[NULL],[NULL],[NULL],[NULL],2024-11-06,"3,691","3,690","3,690",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500000687,20,1,2024-06-20,ZRDL,10000747,Cadila Pharmaceuticals -Ethiopia,104-DOXY-0201-03,Doxycycline - 100mg ΓÇô Capsule of 20x10,ZME,Medicine,HO01,PAK,"10,574,417.37",[NULL],[NULL],[NULL],X,[NULL],2024-09-18,"36,553","36,553","36,553",0,DELIVERY_COMPLETED,0
100,4500000695,10,1,2024-06-20,ZHP1,20000229,Hexagon Nutrition (International) P,124-RUSF-1101,"Supplementary Food(RUSF),100g sac.of 150",ZME,Medicine,HO01,PAK,"68,204,619.22",[NULL],[NULL],[NULL],[NULL],[NULL],2024-10-06,"34,251","34,248","34,248",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500000860,20,1,2024-07-03,ZRDI,20000325,Bafna Pharmaceuticals Ltd.,102-CAPT-0102,Captopril - 25mg ΓÇô Tablet of 10x10,ZME,Medicine,HO01,PAK,"190,410.97",[NULL],[NULL],[NULL],[NULL],[NULL],2024-10-03,"3,036",0,0,"3,036",OPEN_OVERDUE,"190,410.97"
100,4500001042,10,1,2024-07-17,ZRDI,20000400,Medicamen Biotech Limited,104-AMOX-0602,Amoxicillin-250mg/5ml-Oral Susp of 100ml,ZME,Medicine,HO01,BOT,"30,715,039.35",[NULL],[NULL],[NULL],X,[NULL],2024-10-16,"1,374,428","1,374,428","1,374,428",0,DELIVERY_COMPLETED,0
100,4500001266,10,1,2024-08-01,ZHP1,20000316,Ajanta Pharma Ltd.,104-ARLU-0104-02,Artemether+Lumefan-140mg (6x4)-Tab of 30,ZME,Medicine,HO01,PAK,"52,032,299.62",[NULL],[NULL],[NULL],[NULL],[NULL],2024-12-19,"43,200","43,192","43,192",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500001281,10,1,2024-08-05,ZRDI,20000396,Linet Spol. S.R.O,401-BEDP-0102,DO NOT USE !,ZMD,Medical Device,HO01,EA,"18,676,619.50",[NULL],[NULL],[NULL],[NULL],[NULL],2024-12-23,175,0,0,175,OPEN_OVERDUE,"18,676,619.50"
100,4500001362,10,1,2024-08-22,ZRDI,20000357,Galentic Pharma,117-TETR-1301,Tetracycline-1%-Eye Ointment of 4gm,ZME,Medicine,HO01,TU,"29,008,671.97",[NULL],[NULL],[NULL],[NULL],[NULL],2025-01-09,"1,698,799","1,698,775","1,698,775",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500001433,20,1,2024-08-30,ZHP1,20000445,Shiv dial sud and sons,201-GIEM-0201,Giemsa Stain - Powder of 25gm,ZLC,Laboratory commodity,HO01,TIN,"859,982.37",[NULL],[NULL],[NULL],[NULL],[NULL],2025-01-17,"2,280",0,0,"2,280",OPEN_OVERDUE,"859,982.37"
100,4500001454,10,1,2024-09-03,ZHP1,20000316,Ajanta Pharma Ltd.,104-ARLU-0102-02,Artemether+Lumefan-140mg (6x2)-DT of 30,ZME,Medicine,HO01,PAK,"17,702,893.76",[NULL],[NULL],[NULL],[NULL],[NULL],2025-01-21,"13,742","13,740","13,740",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500001544,10,1,2024-09-15,ZRDI,20000442,Scott Edil Pharmacia Ltd,104-VANC-0302-01,Vancomycin-1g-Pwdr for inj.with Diluent,ZME,Medicine,HO01,EA,"71,127,182.02",[NULL],[NULL],[NULL],X,[NULL],2024-12-16,"562,320","562,320","562,320",0,DELIVERY_COMPLETED,0
100,4500001552,20,1,2024-09-16,ZRDI,20000442,Scott Edil Pharmacia Ltd,110-METH-0302,Methyl Prednisolone-40mg/ml in 1ml-Inj,ZME,Medicine,HO01,AM,"1,130,492.30",[NULL],[NULL],[NULL],[NULL],[NULL],2025-02-03,"15,607","15,600","15,600",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500001633,10,1,2024-09-21,ZRDI,20000230,Intec Products Inc,204-HBSG-0402,Hepatitis BsAg Test Cassette of 40test,ZLC,Laboratory commodity,HO01,PAK,"12,518,837.16",[NULL],[NULL],[NULL],X,[NULL],2025-02-08,"25,086","25,086","25,086",0,DELIVERY_COMPLETED,0
100,4500001638,20,1,2024-09-23,ZRDL,10000972,BRG Trading Plc,301-GASU-0101-01,Gauze Surgical-90cmx100m MS19x15 of 1,ZMS,Medical Supply,HO01,ROL,"25,503,818.37",[NULL],[NULL],[NULL],X,[NULL],2025-02-12,"28,353","28,353","28,353",0,DELIVERY_COMPLETED,0
100,4500001708,10,1,2024-09-30,ZRDI,20000417,Ningbo Inopha Biotec Ltd.,110-DEXA-0301-01,Dexamethasone - 4mg/ml in 2ml-Inj of 5,ZME,Medicine,HO01,PAK,"19,369,315.62",[NULL],[NULL],[NULL],[NULL],[NULL],2024-12-30,"791,237",0,0,"791,237",OPEN_OVERDUE,"19,369,315.62"
100,4500001786,20,1,2024-10-08,ZRDI,20000442,Scott Edil Pharmacia Ltd,101-METO-0701,Metoclopramide-5mg/5ml -Syrup of 60ml,ZME,Medicine,HO01,BOT,"1,564,312.94",[NULL],[NULL],[NULL],X,[NULL],2025-02-25,"45,188","45,188","45,188",0,DELIVERY_COMPLETED,0
100,4500001798,20,1,2024-10-08,ZHP1,20000070,Kay And Company,305-BLBT-0604,Blood Bag CPDA1 Anticgulant Triple-450ml,ZMS,Medical Supply,HO01,EA,"36,428,774.40",[NULL],[NULL],[NULL],X,[NULL],2025-02-25,"100,000","100,000","100,000",0,DELIVERY_COMPLETED,0
100,4500009467,10,1,2026-01-21,ZRDI,20000249,RISE GLOBAL GMBH,305-CAFO-0607-01,Catheter Foley Three Ways-5-15ml 14CH,ZMS,Medical Supply,HO01,EA,"1,970,773.96",[NULL],[NULL],[NULL],[NULL],[NULL],2026-06-10,"36,909",0,"36,909",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500009467,30,1,2026-01-21,ZRDI,20000249,RISE GLOBAL GMBH,305-RETU-0702,Rectal Tube With Terminal Size - 18CH,ZMS,Medical Supply,HO01,EA,"188,262.77",[NULL],[NULL],[NULL],[NULL],[NULL],2026-06-10,"7,272",0,"7,272",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500009513,10,1,2026-01-23,ZHP1,10000745,Humanwell Pharmaceutical Ethiopia P,124-WATE-0303-03,Water For Injection-10ml-Inj of 100,ZME,Medicine,HO01,PAK,"16,442,400",[NULL],[NULL],[NULL],[NULL],[NULL],2026-06-12,"20,553",0,0,"20,553",OPEN_OVERDUE,"16,442,400"
100,4500009558,10,1,2026-01-27,ZHP1,20000058,"Jiangsu Saikang Medical Co.,Ltd",402-RESU-0103N,Resuscitator - Pediatric,ZMD,Medical Device,HO01,EA,"509,071.26",[NULL],[NULL],[NULL],[NULL],[NULL],2026-04-27,93,0,0,93,OPEN_OVERDUE,"509,071.26"
100,4500009565,10,1,2026-01-27,ZHP1,20000228,Hawam International Trading,403-SPHD-0202N,Sphygmomanometer - Digital - Adult,ZMD,Medical Device,HO01,EA,"19,090,172.19",[NULL],[NULL],[NULL],[NULL],[NULL],2026-04-27,465,0,0,465,OPEN_OVERDUE,"19,090,172.19"
100,4500009906,10,1,2026-02-16,ZHP1,20000443,Serum Institute Of India Pvt.Ltd,120-PMVB-0901,PoliomyelitisVacc O.Bi Type1&3 2ml-20dos,ZME,Medicine,HO01,VI,"1,105,941.79",[NULL],[NULL],[NULL],X,[NULL],2026-07-06,"1,500","1,500","1,500",0,DELIVERY_COMPLETED,0
100,4500010159,10,1,2026-02-26,ZHP1,20000312,Abbott Rapid Dx International Ltd.,204-PCDC-0601,PIMA - CD4 Cartridge of 100tests,ZLC,Laboratory commodity,HO01,KIT,"30,594,948.04",[NULL],[NULL],[NULL],[NULL],[NULL],2026-07-16,247,0,0,247,OPEN_OVERDUE,"30,594,948.04"
100,4500010159,30,1,2026-02-26,ZHP1,20000312,Abbott Rapid Dx International Ltd.,204-PPTP-0801-01,PIMA  - printer paper I of 10,ZLC,Laboratory commodity,HO01,PAK,"125,117.36",[NULL],[NULL],[NULL],[NULL],[NULL],2026-07-16,25,0,0,25,OPEN_OVERDUE,"125,117.36"
100,4500010168,10,1,2026-02-26,ZHP1,20000442,Scott Edil Pharmacia Ltd,106-LIDO-0302-01,Lidocain 2% in 50ml-Inj w.out-pres.of 25,ZME,Medicine,HO01,PAK,"17,237,274.80",[NULL],[NULL],[NULL],[NULL],[NULL],2026-05-21,"17,748",0,0,"17,748",OPEN_OVERDUE,"17,237,274.80"
100,4500010240,10,1,2026-03-03,ZHP1,20000337,Ciron Drugs And Pharmaceuticals Pvt,102-ADEN-0301,"Adenosine - 3mg/ml,2ml ampoule - Inj",ZME,Medicine,HO01,AM,"1,641,827.53",[NULL],[NULL],[NULL],[NULL],[NULL],2026-06-21,"1,581",0,0,"1,581",OPEN_OVERDUE,"1,641,827.53"
100,4500010300,10,1,2026-03-06,ZRDL,10001159,Kilitch Estro Biotech PLC,104-CEFR-0303,Ceftriaxone - 1g Injn with 10ml Diluent,ZME,Medicine,HO01,PAK,"57,750,000",[NULL],[NULL],[NULL],[NULL],[NULL],2026-06-08,"1,500,000","1,238,791","1,238,791",0,FULLY_RECEIVED_OR_REDUCED,0
100,4500010502,20,1,2026-03-16,ZHP1,20000942,Jiangsu keling medical appliances c,401-BEBU-0101,"Bed ΓÇô Burn, Pediatric",ZMD,Medical Device,HO01,EA,"1,870,978.31",[NULL],[NULL],[NULL],[NULL],[NULL],2026-06-16,26,0,0,26,OPEN_OVERDUE,"1,870,978.31"
100,4500010507,10,1,2026-03-16,ZRDI,20000324,Avian International,305-CAFL-0607-01,Catheter Foley Two Ways-5-15ml 12CH,ZMS,Medical Supply,HO01,EA,"151,552.05",[NULL],[NULL],[NULL],[NULL],[NULL],2026-06-28,"5,121",0,0,"5,121",OPEN_OVERDUE,"151,552.05"
100,4500010824,10,1,2026-04-02,ZHP1,20000495,"Ambulanc (Shenzhen) Tech. Co., Ltd",402-VEMP-0101,"Ventilator - Mechanical, Portable",ZMD,Medical Device,HO01,EA,"19,633,123.04",[NULL],[NULL],[NULL],[NULL],[NULL],2026-07-02,26,0,0,26,OPEN_OVERDUE,"19,633,123.04"
100,4500010844,10,1,2026-04-02,ZHP1,20000945,Al Elham Trading L.L.C,403-SCDA-0101N,"Scale - Weight, Digital, Adult, Height",ZMD,Medical Device,HO01,EA,"7,544,659.29",[NULL],[NULL],[NULL],[NULL],[NULL],2026-06-04,162,0,0,162,OPEN_OVERDUE,"7,544,659.29"
100,4500011039,20,1,2026-04-17,ZHP1,20000372,Ida Foundation,209-POVI-0102,Povidone Iodine - 10% - Soln of 500ml,ZLC,Laboratory commodity,HO01,BOT,0,[NULL],[NULL],[NULL],[NULL],[NULL],2026-07-01,"17,647",0,0,"17,647",OPEN_OVERDUE,0
100,4500011039,40,1,2026-04-17,ZHP1,20000372,Ida Foundation,303-GLSU-0704-03,Glove Surgical S.PwderFree-No7.5 of 20PR,ZMS,Medical Supply,HO01,PAK,0,[NULL],[NULL],[NULL],[NULL],[NULL],2026-07-01,"17,647",0,0,"17,647",OPEN_OVERDUE,0
100,4500011039,60,1,2026-04-17,ZHP1,20000372,Ida Foundation,306-ADWP-0601-02,Adhesive Wound Plaster-19mmx72mm of 20,ZMS,Medical Supply,HO01,PAK,0,[NULL],[NULL],[NULL],[NULL],[NULL],2026-07-01,"17,647",0,0,"17,647",OPEN_OVERDUE,0
100,4500011039,80,1,2026-04-17,ZHP1,20000372,Ida Foundation,306-ADPL-0701,Adhesive Plaster Zinc Oxide - 2.5cmx5m,ZMS,Medical Supply,HO01,EA,0,[NULL],[NULL],[NULL],[NULL],[NULL],2026-07-01,"17,647",0,0,"17,647",OPEN_OVERDUE,0
100,4500011039,100,1,2026-04-17,ZHP1,20000372,Ida Foundation,301-GAAC-0101-01,Gauze Absorbent Cotton - 8cm x 4m of 4,ZMS,Medical Supply,HO01,EA,0,[NULL],[NULL],[NULL],[NULL],[NULL],2026-07-01,"17,647",0,0,"17,647",OPEN_OVERDUE,0
100,4500011201,20,1,2026-06-15,ZRDI,20000258,Sysmex  Europe SE,203-SNSL-0701,Sys XN-550 - Sulfolyser of 3*500ml,ZLC,Laboratory commodity,HO01,PAK,"4,636,507.38",[NULL],[NULL],[NULL],[NULL],[NULL],2026-06-29,360,0,0,360,OPEN_OVERDUE,"4,636,507.38"
100,4500011201,40,1,2026-06-15,ZRDI,20000258,Sysmex  Europe SE,203-SNFL-0701,Sys XN-550 - Fluoro cell WDF of 2*22ml,ZLC,Laboratory commodity,HO01,PAK,"28,805,834.81",[NULL],[NULL],[NULL],[NULL],[NULL],2026-06-29,360,0,0,360,OPEN_OVERDUE,"28,805,834.81"
100,4500011291,10,1,2026-05-06,ZHP1,10000740,Follium Pharmaceuticals,201-GACA-0101,Acetic Acid Glacial (99.58%-99.9%),ZLC,Laboratory commodity,HO01,BOT,"424,764",[NULL],[NULL],[NULL],[NULL],[NULL],2026-07-06,513,0,0,513,OPEN_OVERDUE,"424,764"
100,4500011488,450,1,2026-05-14,ZRDI,20000548,Beckman coulter,202-BCLS-0801,DxC 700 / DxI 800 - Clean Sol of 4*54ml,ZLC,Laboratory commodity,HO01,PAK,"35,875.80",[NULL],[NULL],[NULL],[NULL],[NULL],2026-01-20,4,0,0,4,OPEN_OVERDUE,"35,875.80"
100,4500011488,470,1,2026-05-14,ZRDI,20000548,Beckman coulter,202-BINK-0801,DxC 700/ DxI 800-ISE Na/K Sele of2*25ml,ZLC,Laboratory commodity,HO01,PAK,"75,971.07",[NULL],[NULL],[NULL],[NULL],[NULL],2026-01-20,4,0,0,4,OPEN_OVERDUE,"75,971.07"
100,4500011488,490,1,2026-05-14,ZRDI,20000548,Beckman coulter,202-BICL-0801-01,DxC 700 / DxI 800 - ISE Clean Sol6*450ml,ZLC,Laboratory commodity,HO01,PAK,"47,355.68",[NULL],[NULL],[NULL],[NULL],[NULL],2026-01-20,3,0,0,3,OPEN_OVERDUE,"47,355.68"
100,4500011488,510,1,2026-05-14,ZRDI,20000548,Beckman coulter,202-BLAM-0801,DxC 700 AU/ Un DxI 800  - Photo Lp - 20W,ZLC,Laboratory commodity,HO01,PAK,"120,231.73",[NULL],[NULL],[NULL],[NULL],[NULL],2026-01-20,5,0,0,5,OPEN_OVERDUE,"120,231.73"
100,4500011488,530,1,2026-05-14,ZRDI,20000548,Beckman coulter,202-BSCP-0801,DxC 700 / DxI 800 - Samp Cup-Hit of 1000,ZLC,Laboratory commodity,HO01,PAK,"29,887.76",[NULL],[NULL],[NULL],[NULL],[NULL],2026-01-20,3,0,0,3,OPEN_OVERDUE,"29,887.76"
100,4500011488,550,1,2026-05-14,ZRDI,20000548,Beckman coulter,202-BSPR-0801,DxC 700 / DxI 800 - Spiral Mix Bar of 2,ZLC,Laboratory commodity,HO01,PAK,"24,979.62",[NULL],[NULL],[NULL],[NULL],[NULL],2026-01-20,1,0,0,1,OPEN_OVERDUE,"24,979.62"
100,4500011488,570,1,2026-05-14,ZRDI,20000548,Beckman coulter,202-BMED-0801,DxC 700 / DxI 800 - LC 174 Cartridg,ZLC,Laboratory commodity,HO01,PAK,"72,252.60",[NULL],[NULL],[NULL],[NULL],[NULL],2026-01-20,2,0,0,2,OPEN_OVERDUE,"72,252.60"
100,4500011488,590,1,2026-05-14,ZRDI,20000548,Beckman coulter,202-BPRO-0801-01,DxC 700 / DxI 800 - LC 177 Protek L1,ZLC,Laboratory commodity,HO01,EA,"169,852.21",[NULL],[NULL],[NULL],[NULL],[NULL],2026-01-20,3,0,0,3,OPEN_OVERDUE,"169,852.21"
100,4500011488,610,1,2026-05-14,ZRDI,20000548,Beckman coulter,202-BMIF-0801,DxC 700 / DxI 800 - Micro Filt anti bact,ZLC,Laboratory commodity,HO01,PAK,"66,835.52",[NULL],[NULL],[NULL],[NULL],[NULL],2026-01-20,8,0,0,8,OPEN_OVERDUE,"66,835.52"
